fold,id,group,source_label,family_max,payroll,bank
0,97EF8934F37425A7635624C8A636DD08FAEC908D41213138991513DAB7E1CD95,F-FACD83D8B4281A05571A,FACTURA,9.83444232300765e-05,9.83444232300765e-05,8.095111858311858e-06
0,9801EA3DCCCCE81A20C1A1FCA6BD057BE02056D5F6AF7568416C159F8EA6F42C,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.232405345603466e-05,4.8722189239471416e-05,8.232405345603466e-05
0,9893646420FB567085B74B4A937F0D07B988E41AE80615EEA9A62DBEED6CDEB1,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.232405345603466e-05,4.8722189239471416e-05,8.232405345603466e-05
0,9AABED26F462B478F277F7E592AA3983B2B9DA888D474F4C93B7A6CEC27AC52F,F-FACD83D8B4281A05571A,FACTURA,9.50692545471875e-05,9.50692545471875e-05,8.68411191373977e-06
0,9AAED50A220E4A59ABBF846248504B1D06023155CCF6AE05B285763B532811D2,F-FACD83D8B4281A05571A,FACTURA,0.00033871833160923454,0.00033871833160923454,5.3668253316702806e-06
0,9B05799CEE418B6AD0B0876E23A97CDFF1A952C1D031EEA3D6672EABE7EE762E,F-FACD83D8B4281A05571A,FACTURA,9.065031330115272e-05,9.065031330115272e-05,2.307994366461914e-05
0,9DDDFEA33E7D9998B202D66E6E3A87FD499E8288F62B8673B1F40A66CF8D51C9,F-FACD83D8B4281A05571A,FACTURA,7.513662085324045e-05,7.513662085324045e-05,1.452337221148017e-06
0,9F20D5A914501086136BFED9B88E8DC91452B65E0BB36A48060A33152C56A332,F-FACD83D8B4281A05571A,FACTURA,4.773193986715402e-05,4.773193986715402e-05,1.2531471314414746e-05
0,9F78FE8E80F379C7E339E5BD0FB8E4DDFF88B93D72D57F1BE6B0ED3DC77C6DCF,F-FACD83D8B4281A05571A,FACTURA,0.00010244366381279065,0.00010244366381279065,7.382896876449999e-06
0,A034D9BA8303AFB573D6F5823B1C9E16413A56593500E3A00A732D1BED52F326,F-FACD83D8B4281A05571A,FACTURA,8.834293746852664e-05,7.485366694680965e-05,8.834293746852664e-05
